source_file,page_num,type,term,definition,canonical_id,raw_text,confidence
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,9,citation,,,federal_decree_law_7_2017,Federal Decree by Law No. (7) of 2017,0.95
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,9,citation,,,2017_7_2017,No. (7) of 2017,0.95
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,10,citation,,,federal_decree_law_7_2017,Federal Decree by Law No. (7) of 2017,0.95
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,10,citation,,,2017_7_2017,No. (7) of 2017,0.95
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,10,term_definition,The deductible tax shall consist of the following,"a. The tax paid on the excise goods that have been exported;
b. The tax paid on the excise goods that have become a component of another excise
goods on which the tax has become, or becomes, due;
c. Amounts paid to the Authority by mistake.
2. The Executive Regulations of this Decree-Law shall establish the conditions and controls
of deducting the tax in the cases mentioned in Clause (1) of this Article.",the_deductible_tax_shall_consist_of_the_following,"The deductible tax shall consist of the following : a. The tax paid on the excise goods that have been exported;
b. The tax paid on the excise goods that have become a component of another excise
goods on which the tax has become, or becomes, due;
c. Amounts paid to the Authority by mistake.
2. The Executive Regulations of this Decree-Law shall establish the conditions and controls
of deducting the tax in the cases mentioned in Clause (1) of this Article.",0.98
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,11,citation,,,federal_decree_law_7_2017,Federal Decree by Law No. (7) of 2017,0.95
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,11,citation,,,2017_7_2017,No. (7) of 2017,0.95
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,12,citation,,,federal_decree_law_7_2017,Federal Decree by Law No. (7) of 2017,0.95
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,12,citation,,,cabinet_resolution,"Cabinet resolution, upon the",0.95
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,12,citation,,,2017_7_2017,No. (7) of 2017,0.95
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,12,term_definition,Tax Procedures Law if he commits any of the following,1. Bringing or attempting to bring excise goods into or out of the State without paying the,tax_procedures_law_if_he_commits_any_of_the_following,Tax Procedures Law if he commits any of the following : 1. Bringing or attempting to bring excise goods into or out of the State without paying the,0.98
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,13,citation,,,federal_decree_law_7_2017,Federal Decree by Law No. (7) of 2017,0.95
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,13,citation,,,2017_7_2017,No. (7) of 2017,0.95
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,13,term_definition,A tax record that shall contain the following information,"i. The due tax on the imported excise goods;
ii. The due tax on the produced excise goods;
iii. The due tax on the stockpiled excise goods;
iv. The deductible tax in accordance with the provisions of Article (16) of this",a_tax_record_that_shall_contain_the_following_information,"A tax record that shall contain the following information : i. The due tax on the imported excise goods;
ii. The due tax on the produced excise goods;
iii. The due tax on the stockpiled excise goods;
iv. The deductible tax in accordance with the provisions of Article (16) of this",0.98
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,14,citation,,,federal_decree_law_7_2017,Federal Decree by Law No. (7) of 2017,0.95
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,14,citation,,,2017_7_2017,No. (7) of 2017,0.95
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,15,citation,,,federal_decree_law_13_2016,Federal Decree-Law No. (13) of 2016,0.95
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,15,citation,,,federal_decree_law_7_2017,Federal Decree by Law No. (7) of 2017,0.95
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,15,citation,,,federal_decree_law_13_2016,Federal Decree-Law No. (13) of 2016,0.95
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,15,citation,,,1985_5_1985,No. (5) of 1985,0.95
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,15,citation,,,13_2016_13_2016,No. (13) of 2016,0.95
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,15,citation,,,2017_7_2017,No. (7) of 2017,0.95
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,16,citation,,,federal_decree_law_7_2017,Federal Decree by Law No. (7) of 2017,0.95
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,16,citation,,,2017_7_2017,No. (7) of 2017,0.95
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,16,term_definition,"United Arab Emirates
Issued by us in the Presidential Palace in Abu Dhabi on",Corresponding to 17 August 2017 AD.,united_arab_emirates_issued_by_us_in_the_presidential_palace_in_abu_dhabi_on,"United Arab Emirates
Issued by us in the Presidential Palace in Abu Dhabi on : Corresponding to 17 August 2017 AD.",0.98
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,1,term_definition,(18) of 1993 Issuing,the Commercial Transactions Law;,18_of_1993_issuing,(18) of 1993 Issuing the Commercial Transactions Law;,0.6533168252517139
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,3,term_definition,importation for the purposes,of customs clearance.,importation_for_the_purposes,importation for the purposes of customs clearance.,1.0000000000000002
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,3,term_definition,by the taxable person,in accordance with the form prepared by the,by_the_taxable_person,by the taxable person in accordance with the form prepared by the,1.0000000000000002
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,3,citation,,,decree_law_law,the provisions of this Decree-Law or the Tax Procedures Law.,0.8163024065512345
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,4,term_definition,have been previously subject,to the tax under the conditions stipulated,have_been_previously_subject,have been previously subject to the tax under the conditions stipulated,0.8562017552090879
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,4,term_definition,A form prepared by,the Authority by which a taxpayer notifies the,a_form_prepared_by,A form prepared by the Authority by which a taxpayer notifies the,0.7848921852318582
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,5,term_definition,The production of excise,goods in the State if such production is made in the course,the_production_of_excise,The production of excise goods in the State if such production is made in the course,0.6570125889617793
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,5,term_definition,Stockpiling excise goods in,the State if such goods are stockpiled in the course of,stockpiling_excise_goods_in,Stockpiling excise goods in the State if such goods are stockpiled in the course of,0.6801431506732383
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,5,term_definition,The person practicing any,of the activities set out in Clause (2) of Article (2) of this,the_person_practicing_any,The person practicing any of the activities set out in Clause (2) of Article (2) of this,1.0000000000000002
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,5,term_definition,The person participating in,any of the activities set out in Clause (2) of Article (2) of,the_person_participating_in,The person participating in any of the activities set out in Clause (2) of Article (2) of,0.69885325297434
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,10,term_definition,The tax paid on,the excise goods that have become a component of another excise,the_tax_paid_on,The tax paid on the excise goods that have become a component of another excise,0.6738116073560397
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,12,term_definition,Bringing or attempting to,bring excise goods into or out of the State without paying the,bringing_or_attempting_to,Bringing or attempting to bring excise goods into or out of the State without paying the,1.0000000000000002
Federal Decree by Law No. (7) of 2017 Concerning Excise Tax.pdf,15,term_definition,on the Establishment of,the Federal Tax Authority.,on_the_establishment_of,on the Establishment of the Federal Tax Authority.,0.7416292344467691
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,1,citation,,,federal_decree_law_8_2017,Federal Decree-Law No. (8) of 2017,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,1,citation,,,federal_decree_law_8_2011,Federal Decree-Law No. (8) of 2011,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,1,citation,,,federal_decree_law_13_2016,Federal Decree-Law No. (13) of 2016,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,1,citation,,,federal_decree_law_8_2017,Federal Decree-Law No. (8) of 2017 on Value-Added Tax (VAT),0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,1,citation,,,federal_decree_law_8_2011,Federal Decree-Law No. (8) of 2011 on the Rules for Drafting the Public Budget and Final,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,1,citation,,,federal_decree_law_13_2016,Federal Decree-Law No. (13) of 2016 on the Establishment of the Federal Tax Authority;,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,1,citation,,,federal_decree_law_2017,Federal Decree-Law of 2017 on Value-Added Tax (VAT) 1,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,1,citation,,,2017_8_2017,No. (8) of 2017,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,1,citation,,,1972_1_1972,No. (1) of 1972,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,1,citation,,,11_1981_11_1981,No. (11) of 1981,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,1,citation,,,26_1981_26_1981,No. (26) of 1981,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,1,citation,,,1985_5_1985,No. (5) of 1985,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,1,citation,,,1987_3_1987,No. (3) of 1987,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,1,citation,,,10_1992_10_1992,No. (10) of 1992,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,1,citation,,,11_1992_11_1992,No. (11) of 1992,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,1,citation,,,18_1993_18_1993,No. (18) of 1993,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,1,citation,,,2004_8_2004,No. (8) of 2004,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,1,citation,,,2006_1_2006,No. (1) of 2006,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,1,citation,,,2008_2_2008,No. (2) of 2008,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,1,citation,,,2011_1_2011,No. (1) of 2011,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,1,citation,,,2011_8_2011,No. (8) of 2011,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,1,citation,,,2011_8_2011,No. (8) of 2011,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,1,citation,,,2012_4_2012,No. (4) of 2012,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,1,citation,,,12_2014_12_2014,No. (12) of 2014,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,1,citation,,,2015_2_2015,No. (2) of 2015,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,1,citation,,,13_2016_13_2016,No. (13) of 2016,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,1,citation,,,2017_7_2017,No. (7) of 2017,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,2,citation,,,federal_decree_law_2017,Federal Decree-Law of 2017 on Value-Added Tax (VAT) 2,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,2,term_definition,Law,Part One,law,Law : Part One,0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,2,term_definition,State,The United Arab Emirates.,state,State : The United Arab Emirates.,0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,2,term_definition,Minister,The Minister of Finance.,minister,Minister : The Minister of Finance.,0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,2,term_definition,Authority,The Federal Tax Authority.,authority,Authority : The Federal Tax Authority.,0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,2,term_definition,Tax,"The Value-Added Tax.
GCC States : All the states which are full members of the Cooperation",tax,"Tax : The Value-Added Tax.
GCC States : All the states which are full members of the Cooperation",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,2,term_definition,Applying States,"The GCC States which apply the Tax law under a legislative
instrument issued thereby, and as defined by the Executive",applying_states,"Applying States : The GCC States which apply the Tax law under a legislative
instrument issued thereby, and as defined by the Executive",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,2,term_definition,Goods,"Tangible properties which can be supplied, including real
property, water and all types of energy, as defined by the",goods,"Goods : Tangible properties which can be supplied, including real
property, water and all types of energy, as defined by the",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,2,term_definition,Services,"Anything, other than Goods, which can be supplied.",services,"Services : Anything, other than Goods, which can be supplied.",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,2,term_definition,Importation,"Brining Goods into the State from abroad, or receiving",importation,"Importation : Brining Goods into the State from abroad, or receiving",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,2,term_definition,Relevant Goods,"Goods imported and not exempted from the Tax if supplied
in the State.",relevant_goods,"Relevant Goods : Goods imported and not exempted from the Tax if supplied
in the State.",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,2,term_definition,Relevant Services,"Services imported, whose place of supply is in the State, and",relevant_services,"Relevant Services : Services imported, whose place of supply is in the State, and",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,3,citation,,,federal_decree_law_2017,Federal Decree-Law of 2017 on Value-Added Tax (VAT) 3,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,3,term_definition,Person,A natural or legal person.,person,Person : A natural or legal person.,0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,3,term_definition,Taxable Person,"Each Person that is, or ought to be, registered for the tax
purposes under this Decree-Law.",taxable_person,"Taxable Person : Each Person that is, or ought to be, registered for the tax
purposes under this Decree-Law.",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,3,term_definition,Taxpayer,"Any Person that is obligated to pay the Tax in the State,
pursuant to this Decree-Law, whether such Person is a
taxable Person or an end consumer.",taxpayer,"Taxpayer : Any Person that is obligated to pay the Tax in the State,
pursuant to this Decree-Law, whether such Person is a
taxable Person or an end consumer.",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,3,term_definition,Tax Registration,"A procedure under which the Taxable Person or the legal
representative thereof registers for the Tax purposes at the",tax_registration,"Tax Registration : A procedure under which the Taxable Person or the legal
representative thereof registers for the Tax purposes at the",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,3,term_definition,Tax Registration,A unique number assigned by the Authority to each Person,tax_registration,Tax Registration : A unique number assigned by the Authority to each Person,0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,3,term_definition,Registrant,A Taxable Person holding a Tax Registration Number.,registrant,Registrant : A Taxable Person holding a Tax Registration Number.,0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,3,term_definition,Recipient of Goods,The Person to whom the Goods are supplied or imported.,recipient_of_goods,Recipient of Goods : The Person to whom the Goods are supplied or imported.,0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,3,term_definition,Recipient of Services,The person to whom the Services are supplied or imported.,recipient_of_services,Recipient of Services : The person to whom the Services are supplied or imported.,0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,3,term_definition,Importer,"In relation to the importation of Goods, an importer is the",importer,"Importer : In relation to the importation of Goods, an importer is the",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,3,term_definition,Taxable Trader,"A Taxable Person in the Applying States, whose main activity
is the distribution of water and all types of energy, as defined
by the Executive Regulations of this Decree-Law.",taxable_trader,"Taxable Trader : A Taxable Person in the Applying States, whose main activity
is the distribution of water and all types of energy, as defined
by the Executive Regulations of this Decree-Law.",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,3,term_definition,Tax Return,"The information and data specified for the Tax purposes
provided by the Taxable Person in accordance with the form
prepared by the Authority.",tax_return,"Tax Return : The information and data specified for the Tax purposes
provided by the Taxable Person in accordance with the form
prepared by the Authority.",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,3,term_definition,Consideration,"Anything that has been received or expected to be received
for the supply of Goods or Services, whether cash payments
or any other forms recognized as compensation.",consideration,"Consideration : Anything that has been received or expected to be received
for the supply of Goods or Services, whether cash payments
or any other forms recognized as compensation.",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,3,term_definition,Business,"Any activity that is practiced on a regular, ongoing and
independent basis by any Person and in any place, such as",business,"Business : Any activity that is practiced on a regular, ongoing and
independent basis by any Person and in any place, such as",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,4,citation,,,federal_decree_law_2017,Federal Decree-Law of 2017 on Value-Added Tax (VAT) 4,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,4,term_definition,Exempted Supply,"The supply of Goods or Services for a Consideration during
the practice of the Business within the State, which shall not
be taxed and the input tax levied on may not be refunded
except under the provisions of this Decree-Law.",exempted_supply,"Exempted Supply : The supply of Goods or Services for a Consideration during
the practice of the Business within the State, which shall not
be taxed and the input tax levied on may not be refunded
except under the provisions of this Decree-Law.",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,4,term_definition,Taxable Supply,"The supply of Goods or Services for a Consideration during
the practice of the Business by any Person within the State,
not including the Exempted Supply.",taxable_supply,"Taxable Supply : The supply of Goods or Services for a Consideration during
the practice of the Business by any Person within the State,
not including the Exempted Supply.",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,4,term_definition,Deemed Supply,All that is regarded as a supply and treated as a Taxable,deemed_supply,Deemed Supply : All that is regarded as a supply and treated as a Taxable,0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,4,term_definition,Input Tax,"The Tax paid or payable by a Person when Goods or Services
are supplied to, or importation is made, by such Person.",input_tax,"Input Tax : The Tax paid or payable by a Person when Goods or Services
are supplied to, or importation is made, by such Person.",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,4,term_definition,Output Tax,"The Tax levied on the Taxable Supply and on any supply
which is deemed Taxable Supply.",output_tax,"Output Tax : The Tax levied on the Taxable Supply and on any supply
which is deemed Taxable Supply.",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,4,term_definition,Refundable Tax,Amounts paid that may be refunded by the Authority to the,refundable_tax,Refundable Tax : Amounts paid that may be refunded by the Authority to the,0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,4,term_definition,Due Tax,"The Tax that is calculated and levied under the provisions of
this Decree-Law.",due_tax,"Due Tax : The Tax that is calculated and levied under the provisions of
this Decree-Law.",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,4,term_definition,Payable Tax,The Tax which becomes due to be paid to the Authority.,payable_tax,Payable Tax : The Tax which becomes due to be paid to the Authority.,0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,4,term_definition,Tax Period,"A specific period for which the Payable Tax shall be
calculated and paid.",tax_period,"Tax Period : A specific period for which the Payable Tax shall be
calculated and paid.",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,4,term_definition,Tax Invoice,"A written or electronic document in which any taxable
supply and its details are recorded, including the electronic
invoice, as the case may be.",tax_invoice,"Tax Invoice : A written or electronic document in which any taxable
supply and its details are recorded, including the electronic
invoice, as the case may be.",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,4,term_definition,Tax Credit Note,"A written or electronic document in which any amendment
to reduce or cancel a taxable supply and its details are
recorded, including the electronic tax credit note, as the case
may be.",tax_credit_note,"Tax Credit Note : A written or electronic document in which any amendment
to reduce or cancel a taxable supply and its details are
recorded, including the electronic tax credit note, as the case
may be.",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,5,citation,,,cabinet_resolution,Cabinet resolution to be,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,5,citation,,,federal_decree_law_2017,Federal Decree-Law of 2017 on Value-Added Tax (VAT) 5,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,5,term_definition,Government Agencies,"Ministries, government departments and entities and federal
and local public authorities and institutions in the State, or
any other entities receiving the treatment prescribed for",government_agencies,"Government Agencies : Ministries, government departments and entities and federal
and local public authorities and institutions in the State, or
any other entities receiving the treatment prescribed for",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,5,term_definition,Charities,"Non-governmental, non-profit organizations of public
welfare, which are determined by a Cabinet resolution to be
issued upon the proposal of the Minister.",charities,"Charities : Non-governmental, non-profit organizations of public
welfare, which are determined by a Cabinet resolution to be
issued upon the proposal of the Minister.",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,5,term_definition,Relevant Charitable,"A non-profit activity generating no benefits for any owner,",relevant_charitable,"Relevant Charitable : A non-profit activity generating no benefits for any owner,",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,5,term_definition,Mandatory,An amount specified in the Executive Regulations of this,mandatory,Mandatory : An amount specified in the Executive Regulations of this,0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,5,term_definition,Voluntary Registration,An amount specified in the Executive Regulations of this,voluntary_registration,Voluntary Registration : An amount specified in the Executive Regulations of this,0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,5,term_definition,Related,"Cargo transport, packaging and sealing; preparation of",related,"Related : Cargo transport, packaging and sealing; preparation of",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,6,citation,,,cabinet_resolution,"Cabinet Resolution, upon the",0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,6,citation,,,federal_decree_law_2017,Federal Decree-Law of 2017 on Value-Added Tax (VAT) 6,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,6,term_definition,Business Establishment,"The place where the Business is legally established in a state,
in accordance with the establishment resolution, and where
important management decisions are taken or the functions
of the central administration are carried out.",business_establishment,"Business Establishment : The place where the Business is legally established in a state,
in accordance with the establishment resolution, and where
important management decisions are taken or the functions
of the central administration are carried out.",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,6,term_definition,Fixed Establishment,Any fixed place of Business other than the Business,fixed_establishment,Fixed Establishment : Any fixed place of Business other than the Business,0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,6,term_definition,Place of Residence,The place where a Person has a Business Establishment or,place_of_residence,Place of Residence : The place where a Person has a Business Establishment or,0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,6,term_definition,Resident Person,"Any person that has no business headquarters or fixed
establishment in the State and usually does not reside
therein.",resident_person,"Resident Person : Any person that has no business headquarters or fixed
establishment in the State and usually does not reside
therein.",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,6,term_definition,Related Parties,"Two or more Persons that are not economically, financially
or organizationally separated, where one of them can
control the others either by law, shareholding or voting
rights.",related_parties,"Related Parties : Two or more Persons that are not economically, financially
or organizationally separated, where one of them can
control the others either by law, shareholding or voting
rights.",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,6,term_definition,Customs Legislation,Federal and local legislation regulating customs in the State.,customs_legislation,Customs Legislation : Federal and local legislation regulating customs in the State.,0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,6,term_definition,Designated Area,"Any area identified by a Cabinet Resolution, upon the
proposal of the Minister, as a Designated Area for the
purposes of this Decree-Law.",designated_area,"Designated Area : Any area identified by a Cabinet Resolution, upon the
proposal of the Minister, as a Designated Area for the
purposes of this Decree-Law.",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,6,term_definition,Exportation,"Taking Goods outside the State or providing Services to a
person whose Business Establishment or Fixed",exportation,"Exportation : Taking Goods outside the State or providing Services to a
person whose Business Establishment or Fixed",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,6,term_definition,Voucher,Any instrument entitling the holder thereof to get access to,voucher,Voucher : Any instrument entitling the holder thereof to get access to,0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,7,citation,,,federal_decree_law_2017,Federal Decree-Law of 2017 on Value-Added Tax (VAT) 7,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,7,citation,,,2017_7_2017,No. (7) of 2017,0.95
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,7,term_definition,Activities Performed in a Sovereign Capacity,"Activities
performed by Government Agencies in their sole capacity,
with or without a Consideration.",activities_performed_in_a_sovereign_capacity,"Activities Performed in a Sovereign Capacity : Activities
performed by Government Agencies in their sole capacity,
with or without a Consideration.",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,7,term_definition,Capital Assets,Business assets designated for long-term use.,capital_assets,Capital Assets : Business assets designated for long-term use.,0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,7,term_definition,Capital Assets Scheme,"A scheme whereby the input tax initially refunded is
adjusted based on the actual use during a specific period.",capital_assets_scheme,"Capital Assets Scheme : A scheme whereby the input tax initially refunded is
adjusted based on the actual use during a specific period.",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,7,term_definition,Administrative Fines,"Amounts to be imposed on the Person by the Authority for
violating the provisions of this Decree-Law and Federal Law",administrative_fines,"Administrative Fines : Amounts to be imposed on the Person by the Authority for
violating the provisions of this Decree-Law and Federal Law",0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,7,term_definition,Administrative Fine,A decision issued by the Authority on due administrative,administrative_fine,Administrative Fine : A decision issued by the Authority on due administrative,0.98
Federal Decree by Law No. (8) of 2017 Concerning Value-Added Tax (VAT).pdf,7,term_definition,Excise Tax,A tax levied by virtue of a law on particular Goods.,excise_tax,Excise Tax : A tax levied by virtue of a law on particular Goods.,0.98
